trait	rate	count_of_total	count_of_resigned	lower	upper	width
[固執性]-minus-[活動性]	1.0	1.0	1.0	19.272727272727273	21.03030303030303	1.7575757575757578
[固執性]-minus-[活動性]	0.5	2.0	1.0	42.121212121212125	43.878787878787875	1.7575757575757507
[主体性]-minus-[活動性]	0.5	2.0	1.0	20.303030303030305	23.98989898989899	3.686868686868685
[主体性]-minus-[活動性]	0.5	2.0	1.0	20.303030303030305	23.252525252525253	2.949494949494948
[主体性]-minus-[活動性]	0.5	2.0	1.0	21.04040404040404	23.98989898989899	2.949494949494948
[主体性]-minus-[活動性]	0.5	2.0	1.0	21.77777777777778	24.727272727272727	2.949494949494948
[主体性]-minus-[活動性]	0.6666666666666666	6.0	4.0	-14.353535353535353	-12.141414141414142	2.212121212121211
[主体性]-minus-[活動性]	0.5	4.0	2.0	-13.616161616161616	-11.404040404040405	2.212121212121211
[主体性]-minus-[活動性]	0.5	6.0	3.0	-5.505050505050505	-3.292929292929294	2.212121212121211
[主体性]-minus-[活動性]	0.5	2.0	1.0	17.35353535353535	19.56565656565656	2.212121212121211
[主体性]-minus-[活動性]	1.0	1.0	1.0	20.303030303030305	22.515151515151516	2.212121212121211
[主体性]-minus-[活動性]	0.5	2.0	1.0	21.04040404040404	23.252525252525253	2.212121212121211
[主体性]-minus-[活動性]	1.0	1.0	1.0	21.77777777777778	23.98989898989899	2.212121212121211
[主体性]-minus-[活動性]	0.6666666666666666	6.0	4.0	-14.353535353535353	-12.878787878787879	1.474747474747474
[主体性]-minus-[活動性]	1.0	1.0	1.0	21.04040404040404	22.515151515151516	1.474747474747474
[主体性]-minus-[活動性]	1.0	1.0	1.0	21.77777777777778	23.252525252525253	1.474747474747474
[決断性]-minus-[活動性]	0.5	2.0	1.0	23.333333333333336	52.86868686868688	29.535353535353543
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	52.0	29.53535353535353
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	52.0	28.666666666666664
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	51.131313131313135	28.666666666666664
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	51.131313131313135	27.7979797979798
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	50.26262626262627	27.7979797979798
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	50.26262626262627	26.929292929292934
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	49.393939393939405	26.929292929292934
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	49.393939393939405	26.06060606060607
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	48.525252525252526	26.060606060606055
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	48.525252525252526	25.19191919191919
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	47.65656565656566	25.19191919191919
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	46.787878787878796	24.323232323232325
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	47.65656565656566	24.323232323232325
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	46.787878787878796	23.45454545454546
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	45.91919191919192	23.454545454545446
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	45.91919191919192	22.58585858585858
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	45.05050505050505	22.58585858585858
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	45.05050505050505	21.717171717171716
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	44.18181818181819	21.717171717171716
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	43.31313131313132	20.84848484848485
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	44.18181818181819	20.84848484848485
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	43.31313131313132	19.979797979797986
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	42.44444444444444	19.979797979797972
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	42.44444444444444	19.111111111111107
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	41.57575757575758	19.111111111111107
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	41.57575757575758	18.242424242424242
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	40.70707070707071	18.242424242424242
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	39.83838383838385	17.373737373737377
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	40.70707070707071	17.373737373737377
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	39.83838383838385	16.505050505050512
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	38.96969696969697	16.505050505050498
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	38.96969696969697	15.636363636363633
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	38.101010101010104	15.636363636363633
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	37.23232323232324	14.767676767676768
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	38.101010101010104	14.767676767676768
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	36.363636363636374	13.898989898989903
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	37.23232323232324	13.898989898989903
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	36.363636363636374	13.030303030303038
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	35.494949494949495	13.030303030303024
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	34.62626262626263	12.161616161616159
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	35.494949494949495	12.161616161616159
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	33.757575757575765	11.292929292929294
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	34.62626262626263	11.292929292929294
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	33.757575757575765	10.42424242424243
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	32.888888888888886	10.424242424242415
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	32.888888888888886	9.55555555555555
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	32.02020202020202	9.55555555555555
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	32.02020202020202	8.686868686868685
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	31.151515151515156	8.686868686868685
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	31.151515151515156	7.81818181818182
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	30.28282828282829	7.81818181818182
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	30.28282828282829	6.949494949494955
[決断性]-minus-[活動性]	0.5	2.0	1.0	21.5959595959596	28.545454545454547	6.949494949494948
[決断性]-minus-[活動性]	0.5	2.0	1.0	22.46464646464647	29.41414141414142	6.949494949494948
[決断性]-minus-[活動性]	1.0	1.0	1.0	23.333333333333336	29.41414141414142	6.080808080808083
[決断性]-minus-[活動性]	0.5	2.0	1.0	21.5959595959596	27.676767676767682	6.080808080808083
[決断性]-minus-[活動性]	1.0	1.0	1.0	22.46464646464647	28.545454545454547	6.080808080808076
[決断性]-minus-[活動性]	1.0	1.0	1.0	22.46464646464647	27.676767676767682	5.212121212121211
[決断性]-minus-[活動性]	0.5	2.0	1.0	21.5959595959596	26.80808080808081	5.212121212121211
[決断性]-minus-[活動性]	0.5	2.0	1.0	21.5959595959596	25.939393939393945	4.343434343434346
[決断性]-minus-[活動性]	1.0	1.0	1.0	22.46464646464647	26.80808080808081	4.343434343434339
[決断性]-minus-[活動性]	1.0	1.0	1.0	22.46464646464647	25.939393939393945	3.474747474747474
[決断性]-minus-[活動性]	0.5	2.0	1.0	21.5959595959596	25.070707070707073	3.474747474747474
[決断性]-minus-[活動性]	0.5	2.0	1.0	21.5959595959596	24.202020202020208	2.606060606060609
[決断性]-minus-[活動性]	0.5	6.0	3.0	-16.626262626262626	-14.02020202020202	2.6060606060606055
[決断性]-minus-[活動性]	1.0	1.0	1.0	22.46464646464647	25.070707070707073	2.606060606060602
[決断性]-minus-[活動性]	1.0	1.0	1.0	22.46464646464647	24.202020202020208	1.737373737373737
[慎重性]-minus-[社交性]	0.5	6.0	3.0	20.666666666666664	24.95959595959596	4.292929292929294
[慎重性]-minus-[社交性]	0.5	4.0	2.0	21.525252525252526	25.818181818181813	4.292929292929287
[慎重性]-minus-[社交性]	0.5	2.0	1.0	-26.555555555555557	-23.12121212121212	3.434343434343436
[慎重性]-minus-[社交性]	0.5	2.0	1.0	25.818181818181813	29.252525252525245	3.4343434343434325
[慎重性]-minus-[社交性]	0.5	6.0	3.0	20.666666666666664	24.101010101010097	3.4343434343434325
[慎重性]-minus-[社交性]	2.0	1.0	2.0	21.525252525252526	24.95959595959596	3.4343434343434325
[慎重性]-minus-[社交性]	0.5	2.0	1.0	28.39393939393939	30.96969696969697	2.575757575757578
[慎重性]-minus-[社交性]	1.0	1.0	1.0	22.38383838383838	24.95959595959596	2.575757575757578
[慎重性]-minus-[社交性]	0.7142857142857143	7.0	5.0	-1.656565656565661	0.9191919191919169	2.575757575757578
[慎重性]-minus-[社交性]	0.8	5.0	4.0	-0.7979797979797993	1.7777777777777786	2.575757575757578
[慎重性]-minus-[社交性]	0.5	2.0	1.0	-26.555555555555557	-23.97979797979798	2.575757575757578
[慎重性]-minus-[社交性]	0.5	2.0	1.0	26.676767676767675	29.252525252525245	2.575757575757571
[慎重性]-minus-[社交性]	2.0	1.0	2.0	21.525252525252526	24.101010101010097	2.575757575757571
[慎重性]-minus-[社交性]	0.5	2.0	1.0	28.39393939393939	30.111111111111114	1.7171717171717233
[慎重性]-minus-[社交性]	1.0	1.0	1.0	22.38383838383838	24.101010101010097	1.7171717171717162
[慎重性]-minus-[社交性]	1.0	1.0	1.0	19.80808080808081	21.525252525252526	1.7171717171717162
[慎重性]-minus-[社交性]	0.6	5.0	3.0	0.06060606060606233	1.7777777777777786	1.7171717171717162
[慎重性]-minus-[社交性]	1.0	1.0	1.0	-26.555555555555557	-24.83838383838384	1.7171717171717162
[慎重性]-minus-[社交性]	1.0	1.0	1.0	27.535353535353536	29.252525252525245	1.7171717171717091
[新奇性]-minus-[社交性]	0.5	2.0	1.0	18.909090909090914	24.0	5.090909090909086
[新奇性]-minus-[社交性]	0.5	2.0	1.0	18.909090909090914	23.272727272727273	4.36363636363636
[新奇性]-minus-[社交性]	0.5	2.0	1.0	18.909090909090914	22.545454545454547	3.636363636363633
[新奇性]-minus-[社交性]	0.5	4.0	2.0	-21.09090909090909	-18.18181818181818	2.90909090909091
[新奇性]-minus-[社交性]	1.0	1.0	1.0	18.909090909090914	21.81818181818182	2.9090909090909065
[新奇性]-minus-[社交性]	0.5	4.0	2.0	-20.363636363636363	-18.18181818181818	2.1818181818181834
[新奇性]-minus-[社交性]	0.5	8.0	4.0	-7.272727272727273	-5.09090909090909	2.1818181818181834
[新奇性]-minus-[社交性]	0.75	4.0	3.0	-10.18181818181818	-8.0	2.18181818181818
[新奇性]-minus-[社交性]	0.75	4.0	3.0	12.363636363636367	14.545454545454547	2.18181818181818
[新奇性]-minus-[社交性]	0.6666666666666666	3.0	2.0	14.545454545454547	16.727272727272727	2.18181818181818
[新奇性]-minus-[社交性]	1.0	1.0	1.0	18.909090909090914	21.090909090909093	2.18181818181818
[新奇性]-minus-[社交性]	1.0	1.0	1.0	18.909090909090914	20.363636363636367	1.4545454545454533
[固執性]-minus-[社交性]	0.5	2.0	1.0	-41.0	-34.45454545454545	6.545454545454547
[固執性]-minus-[社交性]	0.5	2.0	1.0	-38.54545454545455	-32.0	6.545454545454547
[固執性]-minus-[社交性]	0.5	2.0	1.0	-38.54545454545455	-32.81818181818182	5.727272727272727
[固執性]-minus-[社交性]	0.5	2.0	1.0	-41.0	-35.27272727272727	5.727272727272727
[固執性]-minus-[社交性]	0.5	2.0	1.0	-40.18181818181818	-34.45454545454545	5.727272727272727
[固執性]-minus-[社交性]	1.0	1.0	1.0	-37.72727272727273	-32.0	5.727272727272727
[固執性]-minus-[社交性]	0.5	2.0	1.0	-39.36363636363637	-34.45454545454545	4.909090909090914
[固執性]-minus-[社交性]	0.5	2.0	1.0	-38.54545454545455	-33.63636363636363	4.909090909090914
[固執性]-minus-[社交性]	0.5	2.0	1.0	31.818181818181827	36.727272727272734	4.9090909090909065
[固執性]-minus-[社交性]	0.5	2.0	1.0	-40.18181818181818	-35.27272727272727	4.9090909090909065
[固執性]-minus-[社交性]	1.0	1.0	1.0	-37.72727272727273	-32.81818181818182	4.9090909090909065
[固執性]-minus-[社交性]	0.5	2.0	1.0	-41.0	-36.09090909090909	4.9090909090909065
[固執性]-minus-[社交性]	1.0	1.0	1.0	-38.54545454545455	-34.45454545454545	4.0909090909090935
[固執性]-minus-[社交性]	0.5	2.0	1.0	32.63636363636364	36.727272727272734	4.0909090909090935
[固執性]-minus-[社交性]	1.0	1.0	1.0	-37.72727272727273	-33.63636363636363	4.0909090909090935
[固執性]-minus-[社交性]	0.5	2.0	1.0	-41.0	-36.90909090909091	4.0909090909090935
[固執性]-minus-[社交性]	0.5	2.0	1.0	-39.36363636363637	-35.27272727272727	4.0909090909090935
[固執性]-minus-[社交性]	0.5	2.0	1.0	-40.18181818181818	-36.09090909090909	4.090909090909086
[固執性]-minus-[社交性]	0.5	2.0	1.0	33.45454545454545	36.727272727272734	3.2727272727272805
[固執性]-minus-[社交性]	1.0	1.0	1.0	-38.54545454545455	-35.27272727272727	3.2727272727272734
[固執性]-minus-[社交性]	0.5	2.0	1.0	-39.36363636363637	-36.09090909090909	3.2727272727272734
[固執性]-minus-[社交性]	0.5	2.0	1.0	-40.18181818181818	-36.90909090909091	3.2727272727272734
[固執性]-minus-[社交性]	0.5	12.0	6.0	-2.5454545454545396	0.7272727272727266	3.2727272727272663
[固執性]-minus-[社交性]	0.5	2.0	1.0	-39.36363636363637	-36.90909090909091	2.4545454545454604
[固執性]-minus-[社交性]	1.25	4.0	5.0	-2.5454545454545396	-0.09090909090908639	2.4545454545454533
[固執性]-minus-[社交性]	1.0	1.0	1.0	-38.54545454545455	-36.09090909090909	2.4545454545454533
[固執性]-minus-[社交性]	0.5	4.0	2.0	6.45454545454546	8.909090909090914	2.4545454545454533
[固執性]-minus-[社交性]	0.5	2.0	1.0	34.27272727272728	36.727272727272734	2.4545454545454533
[固執性]-minus-[社交性]	0.5	2.0	1.0	35.90909090909092	38.363636363636374	2.4545454545454533
[固執性]-minus-[社交性]	0.75	4.0	3.0	-8.272727272727273	-6.636363636363633	1.6363636363636402
[固執性]-minus-[社交性]	1.0	1.0	1.0	-38.54545454545455	-36.90909090909091	1.6363636363636402
[固執性]-minus-[社交性]	0.5	2.0	1.0	35.09090909090909	36.727272727272734	1.6363636363636402
[固執性]-minus-[社交性]	1.0	4.0	4.0	-2.5454545454545396	-0.9090909090909065	1.6363636363636331
[固執性]-minus-[社交性]	0.5	2.0	1.0	5.63636363636364	7.272727272727273	1.6363636363636331
[固執性]-minus-[社交性]	1.0	1.0	1.0	35.90909090909092	37.54545454545455	1.636363636363626
[主体性]-minus-[社交性]	0.5	6.0	3.0	9.676767676767675	12.959595959595958	3.2828282828282838
[主体性]-minus-[社交性]	0.5	6.0	3.0	9.676767676767675	12.303030303030305	2.62626262626263
[主体性]-minus-[社交性]	0.5	2.0	1.0	6.393939393939391	8.363636363636367	1.969696969696976
[主体性]-minus-[社交性]	0.5	6.0	3.0	9.676767676767675	11.64646464646465	1.969696969696976
[主体性]-minus-[社交性]	0.5	2.0	1.0	-26.434343434343432	-24.464646464646464	1.9696969696969688
[主体性]-minus-[社交性]	0.5	2.0	1.0	-25.12121212121212	-23.151515151515152	1.9696969696969688
[主体性]-minus-[社交性]	0.5	4.0	2.0	-21.18181818181818	-19.21212121212121	1.9696969696969688
[主体性]-minus-[社交性]	0.5	2.0	1.0	14.929292929292927	16.898989898989896	1.9696969696969688
[主体性]-minus-[社交性]	0.5	2.0	1.0	-25.77777777777778	-24.464646464646464	1.313131313131315
[主体性]-minus-[社交性]	0.5	2.0	1.0	14.929292929292927	16.242424242424242	1.313131313131315
[主体性]-minus-[社交性]	0.5	2.0	1.0	-25.12121212121212	-23.80808080808081	1.3131313131313114
[決断性]-minus-[社交性]	0.5	2.0	1.0	-27.717171717171716	-24.404040404040405	3.3131313131313114
[決断性]-minus-[社交性]	1.0	2.0	2.0	10.38383838383838	12.868686868686872	2.4848484848484915
[決断性]-minus-[社交性]	0.5	2.0	1.0	-26.88888888888889	-24.404040404040405	2.4848484848484844
[決断性]-minus-[社交性]	0.5	4.0	2.0	16.18181818181818	18.666666666666664	2.4848484848484844
[決断性]-minus-[社交性]	1.0	2.0	2.0	10.38383838383838	12.040404040404042	1.656565656565661
[決断性]-minus-[社交性]	0.5	2.0	1.0	-26.060606060606062	-24.404040404040405	1.6565656565656575
[決断性]-minus-[社交性]	0.6666666666666666	3.0	2.0	-24.404040404040405	-22.747474747474747	1.6565656565656575
[決断性]-minus-[社交性]	0.6	5.0	3.0	-25.232323232323232	-23.575757575757578	1.656565656565654
[決断性]-minus-[社交性]	0.5	6.0	3.0	9.555555555555557	11.212121212121211	1.656565656565654
[活動性]-minus-[慎重性]	0.5	4.0	2.0	-36.656565656565654	-30.01010101010101	6.6464646464646435
[活動性]-minus-[慎重性]	0.5	4.0	2.0	-36.656565656565654	-30.95959595959596	5.6969696969696955
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-34.75757575757576	-30.01010101010101	4.747474747474747
[活動性]-minus-[慎重性]	1.0	1.0	1.0	-31.90909090909091	-27.161616161616163	4.747474747474747
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-36.656565656565654	-31.90909090909091	4.747474747474744
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-33.80808080808081	-30.01010101010101	3.7979797979797993
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-36.656565656565654	-32.858585858585855	3.7979797979797993
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-34.75757575757576	-30.95959595959596	3.7979797979797993
[活動性]-minus-[慎重性]	1.0	1.0	1.0	-31.90909090909091	-28.11111111111111	3.7979797979797993
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-27.161616161616163	-23.363636363636363	3.7979797979797993
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-33.80808080808081	-30.95959595959596	2.8484848484848513
[活動性]-minus-[慎重性]	1.0	1.0	1.0	-31.90909090909091	-29.06060606060606	2.8484848484848513
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-26.21212121212121	-23.363636363636363	2.8484848484848477
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-36.656565656565654	-33.80808080808081	2.848484848484844
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-32.858585858585855	-30.01010101010101	2.848484848484844
[活動性]-minus-[慎重性]	1.0	3.0	3.0	3.2222222222222214	5.121212121212125	1.8989898989899032
[活動性]-minus-[慎重性]	1.0	1.0	1.0	-25.262626262626263	-23.363636363636363	1.8989898989898997
[活動性]-minus-[慎重性]	1.0	1.0	1.0	-36.656565656565654	-34.75757575757576	1.8989898989898961
[活動性]-minus-[慎重性]	0.5	2.0	1.0	-32.858585858585855	-30.95959595959596	1.8989898989898961
[活動性]-minus-[慎重性]	1.0	3.0	3.0	-3.424242424242422	-1.525252525252526	1.8989898989898961
[活動性]-minus-[慎重性]	0.6	5.0	3.0	18.41414141414141	20.313131313131308	1.8989898989898961
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-25.81818181818182	-22.383838383838384	3.434343434343436
[社交性]-minus-[慎重性]	0.5	2.0	1.0	-30.11111111111111	-26.67676767676768	3.4343434343434325
[社交性]-minus-[慎重性]	0.5	6.0	3.0	-24.1010101010101	-20.666666666666668	3.4343434343434325
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-25.81818181818182	-23.242424242424242	2.575757575757578
[社交性]-minus-[慎重性]	1.0	5.0	5.0	-2.6363636363636402	-0.06060606060606233	2.575757575757578
[社交性]-minus-[慎重性]	0.5714285714285714	7.0	4.0	-1.7777777777777786	0.7979797979797993	2.575757575757578
[社交性]-minus-[慎重性]	0.5	2.0	1.0	-30.11111111111111	-27.535353535353536	2.5757575757575744
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-29.252525252525253	-26.67676767676768	2.5757575757575744
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-24.95959595959596	-22.383838383838384	2.5757575757575744
[社交性]-minus-[慎重性]	0.8	5.0	4.0	-2.6363636363636402	-0.9191919191919169	1.7171717171717233
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-30.11111111111111	-28.393939393939394	1.7171717171717162
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-29.252525252525253	-27.535353535353536	1.7171717171717162
[社交性]-minus-[慎重性]	1.0	1.0	1.0	-24.95959595959596	-23.242424242424242	1.7171717171717162
[社交性]-minus-[慎重性]	2.0	1.0	2.0	-22.383838383838384	-20.666666666666668	1.7171717171717162
[社交性]-minus-[慎重性]	0.5	2.0	1.0	20.545454545454547	22.262626262626256	1.7171717171717091
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-48.0	-39.27272727272727	8.727272727272727
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-48.0	-40.24242424242424	7.757575757575758
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-47.03030303030303	-39.27272727272727	7.757575757575758
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-41.21212121212121	-33.45454545454545	7.757575757575758
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-47.03030303030303	-40.24242424242424	6.787878787878789
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-46.06060606060606	-39.27272727272727	6.787878787878789
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-41.21212121212121	-34.42424242424242	6.787878787878789
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-43.15151515151515	-37.33333333333333	5.81818181818182
[新奇性]-minus-[慎重性]	0.5	2.0	1.0	-46.06060606060606	-40.24242424242424	5.81818181818182
